Username,Text,Hashtags,Followers,Friends
barbiebrox, Joe Joe and his handlers just pissed off the wrong man..........................WAR!!!!!!,,3413,1436
peckish1959," Remember in November @JoeBiden called Black Americans, especially those living in poverty animals. @realDonaldTrump on t…",,605,794
kbarkerb, I just wanna share what is above my local republican headquarters. (Zoom in) The space above houses art studios for local artis…,,1527,1235
DkmorrisKeith,"RT @ttocs35: Biden Says We Need a President Who Tells the Truth?
Here Are 8 Big Whoppers That Disqualify Him!

#LyinBiden 

https://t.co/pc…",['LyinBiden'],4245,4557
NikkiTa86427922," Never forget that Hillary Clinton, Barack Obama, and Joe Biden left 4 Americans to die in Benghazi 8 years ago today.",,1800,2637
mahoneypaul1,"@fred_guttenberg @MikeBloomberg @JoeBiden I do beleive this is one billionaire who will keep his promise, unlike @realDonaldTrump",,74,482
margivabeachgir," Joe Biden cannot LEAD our Country, because he does not BELIEVE in our Country. At Biden’s convention, they decried Ame…",,70,124
clownmommy,"@realDonaldTrump Why don’t you challenge him in Florida, Mr President

https://t.co/M1z8GTz8jX",,244,814
GIAMIKKO," FLORIDA DUDE POLL.  Tennessee Trump 65%, Biden 29%.",,14092,14320
PaulaCu11303982,"@katalva3 Mostly only the CubanLatinos, but I think Biden team or workin on that. Why would they vote Trump, accord… https://t.co/LHouk8VJPo",,229,282
ArlayneThomas, Joe Biden is waking up right now after shitting his Depends to find out that President Trump just kicked his senile ass i…,,229,486
PDykie,"@BobbyDMAGA Former child indoctrinator......sorry, I mean teacher, with a big fat guaranteed pension. The people wi… https://t.co/Qsv4v9RSBE",,2781,2921
NancyEpiro,@SneakyBlackDog @thebradfordfile Biden’s ad in the Atlantic with lies about POTUS.,,1207,1360
karen_lamoure," I blame the media for inciting this horrific violence on the police.
I blame the silence from @JoeBiden and @KamalaHarr…",,649,915
GovSherazKhan,RT @jaketapper: WaPo: Mike Bloomberg to spend at least $100 million in Florida to benefit Joe Biden https://t.co/LqUjaTEup4,,501,56
SkyHawk701, Protestors yelled “WE HOPE THEY DIE!” and blocked the entrance and exit to the emergency room for the 2 LA sheriff’s de…,,1318,1530
Capecod1995," Thanks for calling out Trump’s lies, @jeneps. @JoeBiden will continue his heavy travel schedule over the coming weeks.…",,1,163
mwolfie17, fuck donald trump and anyone who stands with him hi hello i hope you’re sunday goes great,,82,213
JamesEa02677013, Need to run a tank over every worthless piece of shit there. I'm getting madder by the day over this and I know there are…,,7293,7284
HopeYHarrell," 1. While covering up Biden’s severe incapacity, for which there are no books or front page news articles, the media cont…",,23,26
priceta34," @ScottAdamsSays It's gotten to the point where I can't even bring myself to make Biden jokes anymore.

It's beyond sad.  It'…",,2705,3033
nick201537,"@johnpavlovitz Biden can’t get through a sentence. Biden is a racist. Biden is a pedophile. Biden, as you like to s… https://t.co/j9bHLYUMqK",,1,97
terriah01," After you're done writing letters, please give to the Florida Democratic Party! Remember, Obama won Florida twice. Biden…",,2247,2294
M1BCM," Joe Biden cannot LEAD our Country, because he does not BELIEVE in our Country. At Biden’s convention, they decried Ame…",,90,92
cherthedream," Retweet if you want to help @JoeBiden get another 100,000 followers this weekend",,728,1577
mfmass, We have to amplify @JoeBiden’s presence on this platform. It’s crazy that @realDonaldTrump has so many more followers - or le…,,452,2809
Zombi1110,"@realDonaldTrump Well, hey, if the old rich liberal who couldn't buy a presidential election wants to spend all his… https://t.co/1OorAewyiz",,287,434
lewdubbs,"@garymfreedman @JoeBiden ... AND FB, GOOG, etc won't push back against the tax bc that would be denouncing Biden ri… https://t.co/x0uTir1Y7V",,514,904
Truthbomb4201," Joe Biden in office means more cities burned, more cops killed, more mainstream media brainwashing and more normalizati…",,76,325
GretchenHagee,"RT @atrupar: Joe Biden to Jake Tapper on his health: ""When it comes to Donald Trump versus me, just look at us. Okay? Who seems to be in sh…",,20,259
myizzimo," Doozy of an article here about white women in PA turning against Trump. Lots of voices, lots of quotes. Nightmare fuel…",,158,751
MaryCaddell6,Someone please teach trump to read and count.,,679,1055
southofgeorgia, @FoxNewsSunday @JoeBiden @realDonaldTrump I think you just need to be honest with yourselves and think back to how you felt…,,196,1161
soham_siddhanta," Anecdotal, but  my sister-in-law in Chapel Hill has been phone banking for Biden, and apparently all of the Indians in Cary…",,53,778
MissyJo78926609, @DonaldJTrumpJr and pray the POS is arrested and not bailed out by @JoeBiden and @KamalaHarris who HATE us and caused this.…,,3103,3888
TUrsel,@ThisWeekABC  Watching this morning with @G_S03 it struck me: the whole discussion about the two campaigns treated… https://t.co/S1QajU1tT6,,62,149
carolriggio7," I am running for re-election to bring prosperity to Nevada, to put violent criminals behind bars, and to ensure the fu…",,976,2410
scibbe, Hell Yea.   Florida needs @MikeBloomberg.   So glad that @FlaDems we’re able to reach out to him.   Working on postcards this…,,956,1164
jhard53,"RT @BreitbartNews: “The Iranian regime would prefer to deal with a Biden administration."" https://t.co/myz7GY46IK",,9,91
dp11843, I’d take American war hero and Purple Heart/Bronze Star recipient Captain Robert Mueller’s word and his 448 page evidence-based…,,114,116
TroyHornberger1,"RT @Strandjunker: BOOM: Mike Bloomberg will spend at least $100 million in Florida to benefit Joe Biden. If Biden wins Florida, he will be…",,2362,3496
NavyMom9498, ...The far-left maniacs supporting Joe Biden are burning flags and chanting “America was never great.” But we know the…,,775,2131
PGourevitch,that’s about $2million a day for the duration,,68374,767
RobertS26119852, I’ve yet to meet anyone who worked alongside Donald Trump who doesn’t believe he is a rapist. @realDonaldTrump,,18,43
GrapplingRussy, Will Biden get a telepromptor at the debates too? 🤣,,369,579
DanGold03418360,@realDonaldTrump @OANN 12 point Hispanic advantage to Biden,,29,38
ShellyCov, For Halloween this year I’m going as a Biden Supporter and just not show up.,,38220,35367
Danishova,@ScotsFyre @JoeBiden @KamalaHarris After two transit officers were ambushed the BLM mob tried to access the emergen… https://t.co/zg3hs2fYKl,,820,2285
fjdinardo,@jess_gallegos He’s talking about Biden.,,2330,432
flamecrash3223, Former New York mayor Mike Bloomberg plans to spend at least $100 million in Florida to help elect Democrat Joe Biden. htt…,,141,46
EFertmane," Joe Biden cannot LEAD our Country, because he does not BELIEVE in our Country. At Biden’s convention, they decried Ame…",,499,761
USA202095015057," Guys. We need more coverage of @JoeBiden and @SenKamalaHarris, their campaign and allies.  Let’s at least give equal time in…",,2,26
allenloveday," I blame the media for inciting this horrific violence on the police.
I blame the silence from @JoeBiden and @KamalaHarr…",,538,358
KevinGeoghegan4," Mike Bloomberg plans to spend at least $100 million in Florida to help elect Joe Biden, a massive late-stage infusion of…",,115,296
TwWorthy," @ScottAdamsSays It's gotten to the point where I can't even bring myself to make Biden jokes anymore.

It's beyond sad.  It'…",,5921,5875
XoxoTramy, @ScottAdamsSays I was at a graduation in 2016 in Delaware. Biden happened to be there and walked past me (surrounded b…,,483,166
Ron77715120,"RT @Walkinsun1: Whatever Bloomberg's businesses sell, if I can afford to buy, I'm in!
@politico
@MikeBloomberg
@GOP
#TrumpTaxReturns
https:…",['TrumpTaxReturns'],2306,2881
wihamann," #TrumpIsATerrorist 
EVERYONE PLEASE STOP FOR A MOMENT AND CONSIDER THE TWEET BELOW...",['TrumpIsATerrorist'],466,1316
JusticeRequiem,RT @DWUhlfelderLaw: Bloomberg to spend up to $100 million to beat Trump in Florida https://t.co/HxfLRjdDBu,,176,116
TrumpNationDA,"RT @realDonaldTrump: Join me tomorrow night in Henderson, Nevada! #MAGA https://t.co/yqU9wb4Npd",['MAGA'],57,169
dida7575, Lindsey Graham calls on Donald Trump to release his tax returns. ⬇️,,1938,3159
MelodyWyles," Don’t take comfort in any of the polls. The polls should actually make you furious. 

Furious that 40% of Americans st…",,7801,8526
ReardonJeff, ???????????  SHUT DOWN?The QAnon theory posits that President Donald Trump is battling a “deep state” ring of child-sex traf…,,484,491
bricerl," Saw a lady with a Biden hat on today. First one I've ever seen. Didn't yell at her or punch her, didn't have my friends…",,533,1966
esfaith26," It’s just so damn amazing how the US survived eight years of Biden as vice president, right? It was so damn clever of him…",,629,1329
lakeinla, Former New York City Mayor Michael Bloomberg is committing at least $100 million to help Joe Biden’s presidential campaign in Flori…,,1801,1714
Patta47cake,"RT @ABC: JUST IN: By a 2-to-1 margin, most Americans think Joe Biden has more respect for those who serve in uniform than Pres. Trump does.…",,7587,3872
dolphinmyr, At this point he’s literally just shouting a series of nonsensical scare-claims every day to entertain crowds of maskless f…,,1644,2438
SuzanneIsANinja, Wait until I tell you about coronavirus.,,63,659
Durujimagnus,"To say on the so called powerful round table on ABC this morning @ about 9:57 am that Donald Trump "" stoked the fla… https://t.co/fcULQXe6oq",,694,2259
ActTogetherFL, Jake Tapper has receipts of Trump misleading the American people about the deadliness of coronavirus relative to the flu -- an…,,2695,2901
Ronniehikes," Back to the basement for Joe Biden. 

Reading prewritten answers to prewritten questions from a TelePrompTer - must be exhaus…",,321,343
gerrymander01,"@grantstern @JoeBiden If how tRump handles the press is any indication, the debates will look a lot like this. Minu… https://t.co/vdEKUSrYtv",,23,395
DeborahDhough, Joe Biden would have allowed tens of thousands more sick people into our country which would have actually overwhelmed…,,635,715
critters206, Wake up people we need a leader back in office before this country is too low to come back from!!! #RidenWithBiden https…,['RidenWithBiden'],466,514
Kshell131," If you're voting for @JoeBiden this November 3rd, you're making my Birthday Wish come true and I'd like to follow you. Re…",,130,440
JohnAird76," I blame the media for inciting this horrific violence on the police.
I blame the silence from @JoeBiden and @KamalaHarr…",,127,194
sweet_gould, Job-killing @JoeBiden spent 47 years BETRAYING American workers with trade deals like NAFTA that closed American facto…,,9478,9478
GingaMt," @GOPChairwoman @realDonaldTrump Donald John Trump is a clear and present danger to the U.S. and the world. 

He must be remo…",,1325,1004
Slashemup1,RT @aussie_bot: Get F#cked! 😂 https://t.co/qgiUiJYjbB,,1765,3100
MissBartmirth, Protestors yelled “WE HOPE THEY DIE!” and blocked the entrance and exit to the emergency room for the 2 LA sheriff’s de…,,2394,2656
qphillypatriot," Trump rallied in NV. He would stop being nice to Joe after his camp. accused him in an ad of disparaging the troops.

“On…",,958,1600
Spartythebulld1," If you are voting for @JoeBiden , please Retweet because I would like to follow you.
Thank you!",,6,121
MAGAsupportteam,"@ufc @realDonaldTrump 😍THE FAMOUS T-Shirt For PRESIDENT DONALD TRUMP SUPPORTER 
🍒 Get Yours Here 👉… https://t.co/KiUui0cXzf",,8853,9735
Michael61479644,"RT @HeleneShaw17: Just like the line for the @JoeBiden Rally, right?
#CanadiansforTrump https://t.co/BZLA72GgYa",['CanadiansforTrump'],2850,5002
dorchesterpatri, @ScottAdamsSays I was at a graduation in 2016 in Delaware. Biden happened to be there and walked past me (surrounded b…,,7369,8016
DR32153233,"@CNN If the Democrats can't stop the wall, they can't get Biden elected! Supreme Court says border wall constructio… https://t.co/nMs17P4L2Z",,17,24
TomMcMann8,"RT @Lybio: 💥BOOM💥Mercedes Schlapp @mercedesschlapp: When @JoeBiden Could Read Off A Teleprompter

💥The media obviously got so excited when…",,2307,1655
lmv6719,The first thing Joe Biden must do after he’s elected is to jail Roger Stone. I’d prefer a death sentence as was han… https://t.co/iSzQAbVar6,,7814,7776
Godscountrylove," The Biden Crime Family is susceptible to a RICO indictment. 
It is an ongoing organization which  engaged in the continuo…",,296,414
brandt_brickell,RT @ParkerMolloy: My latest:,,342,932
wingfoote," I’m no expert, but I’m quite sure that Hillary Clinton deleting 33,000 emails is a much, much less serious crime than Dona…",,80,116
HarryWo39790938, Joe Biden is waking up right now after shitting his Depends to find out that President Trump just kicked his senile ass i…,,1320,2505
cbrew1789,RT @OliviaRaisner: Photos from @JoeBiden’s basement this week: https://t.co/ODPMPREYLR,,62,751
Cadancetoday,RT @ramble_rants: VOTE OR DIE!! 🤣🇺🇸 https://t.co/lh6Rnm7zyU,,2194,2448
bjaycat1985, I’ve yet to meet anyone who worked alongside Donald Trump who doesn’t believe he is a rapist. @realDonaldTrump,,2467,2803
GPHILLC,"@JoeBiden Yes and in 47 years you have ... wait, you’ve accomplished nothing of significance.",,94,404
SavannahGirl22,@JohnArrowsmit10 @reaIDonTrump45 He isn’t the Real Donald trump account so take closer look,,33,139
MUnnatural,"@Acyn ""I'm Joe Biden and I approved this message."" https://t.co/DdxEEG2jer",,27,152
LoneWillowJayca," I’m case you couldn’t see it; this is a direct threat to Mike Bloomberg that if he supports Joe Biden, Trump will use th…",,44,53
Jaina_Solo_85," Bernie’s concern trolling of Biden’s winning campaign is an unmistakable form of voter suppression. 

His naysaying serves onl…",,2398,2211
KrisColvin," Here we go again, folks freaking out over leading by 5 while being over 50%.

Come on folks. If you are going to do this…",,36093,33560
SammyWa37228654, Please allow me to introduce myself. I’m a Biden supporter’s worst nightmare. Pleased to meet you!,,3498,4743
Lacher01, @ScottAdamsSays I was at a graduation in 2016 in Delaware. Biden happened to be there and walked past me (surrounded b…,,249,515
Wwolfhunt,"@DonaldJTrumpJr Trump has killed almost 200,000 Americans from lying about and mismanaging the COVID catastrophe!… https://t.co/abqCninzUb",,800,951
genuinespaceboy," We just had 2 police officers ambushed by a  Biden voter, and BLM Biden voter's tried to storm the hospital they where be…",,146,265
ruthgeil," I blame the media for inciting this horrific violence on the police.
I blame the silence from @JoeBiden and @KamalaHarr…",,117,752
trupatriot20, #SundayThoughts of Last Night Peaceful Protest at #TrumpRallyMindenNevada while @JoeBiden is hiding sleeping in the Bas…,"['SundayThoughts', 'TrumpRallyMindenNevada']",4223,4823
GreggPaschal," Man, Trump just spoke for nearly 2 hours in epic Nevada rally. . Biden can't even talk to James Corden for 5 minutes wit…",,2345,3410
HowieCarrShow,Startling anonymous post from a claimed Biden ex-staffer lays out the alleged depths of his dementia… https://t.co/ftFTPgxbEN,,71060,1496
Seahag127," We'll look at this!!
Wanna make $12 hour holding a Biden sign at a makeshift rally?
CRAIGSLIST AD!
CHEER FOR BIDEN.
WO…",,7485,7774
seajayrn," @realDonaldTrump I’m voting for Donald Trump because he supports our police. 

The democrats want to get rid of our polic…",,32,105
Beth91939548,RT @realTuckFrumper: Donald Trump Is The Real Public Enemy No. 1 https://t.co/fxeVjeMYNl,,24,131
Carla44337902, For Halloween this year I’m going as a Biden Supporter and just not show up.,,19,166
truapostle,"RT @SRuhle: Wondering where all the @MikeBloomberg Bucks supporting @JoeBiden are?
HERE 👇👇
https://t.co/PRJl5kt8o5",,83,29
KrebsDana,"RT @charliekirk11: Change in Pennsylvania registered voters since November 2016:

Independents—Up 42,035
Republicans—Up 75,281
Democrats—DO…",,211,410
SoundBug16," Are you voting for @JoeBiden this Election? 
If Yes , please Retweet because I’d like to follow you.",,9,66
Photodestiny395,"RT @MajorPatriot: Trump just said after the horrible ad Biden just ran lying about what Trump said about the military, all bets are off:  ""…",,312,784
khill1974," Thanks for calling out Trump’s lies, @jeneps. @JoeBiden will continue his heavy travel schedule over the coming weeks.…",,2,129
YCCHAN0415," The silence of the Obamas &amp; Susan Rice &amp; Joe Biden &amp; Kamala Harris about Cuties on Netflix is damning.

Promoting pedo…",,1268,1939
HattyCalbus,"Like Mussolini, Donald Trump is only nominally Christian and has zero personal credibility as a person of faith. He… https://t.co/yf9EkHdfgM",,28,120
DozierJewell," Are you voting for @JoeBiden this Election? 
If Yes , please Retweet because I’d like to follow you.",,11,47
LangDixon1991," Man, Trump just spoke for nearly 2 hours in epic Nevada rally. . Biden can't even talk to James Corden for 5 minutes wit…",,4236,3327
queenymom," Don’t take comfort in any of the polls. The polls should actually make you furious. 

Furious that 40% of Americans st…",,5702,4919
Bacon_Band_Aid," Are you voting for @JoeBiden this Election? 
If Yes , please Retweet because I’d like to follow you.",,160,1511
panheadi369, Biden supporters are screaming outside the hospital “Burn Down America” and “Kill All Cops”,,1497,1975
jelopez350," Mike Bloomberg plans to spend at least $100 million in Florida to help elect Joe Biden, a massive late-stage infusion of…",,88,158
julielakeview15,"RT @TeamTrump: President @realDonaldTrump: If Joe Biden wins then the rioters, anarchists and flag burners also win https://t.co/DWBvTjPG1Y",,5381,5423
JonoftheLibrary, While you're at it Lindsey ask Trump to release 21 years of his tax returns as Joe Biden has done. What's Trump hiding? Ever…,,85,59
michelleabdali7," @joncoopertweets @MeidasTouch @jeneps @JoeBiden President Trump, you put your supporters, staff, and US Secret Service…",,63,195
prpeep,"RT @AstorAaron: ADDENDUM: Thanks to @tedbrogan6901, here is Nate's chart of likelihood of EC victory given certain PV win thresholds. If Bi…",,2496,3078
1DeplorableT," Where are the condemnations of BLM tactics from @JoeBiden and @KamalaHarris?! 

Blocking emergency rooms is barbaric!",,3469,4566
robinchirper," @ScottAdamsSays It's gotten to the point where I can't even bring myself to make Biden jokes anymore.

It's beyond sad.  It'…",,48,90
baynesformonroe,"RT @jemelehill: Trump: I didn’t tell Americans about how bad coronavirus was going to be because I didn’t want to create any panic.

Also T…",,450,895
epeemike81,I hope @MikeBloomberg realizes the most effective way to spend the first 6.5 Million is to fully fund the FRRC camp… https://t.co/WKdr2E7Dax,,289,644
present1,RT @brianstelter: The press should put Trump's baseless Biden-using-drugs claim in this context: Biden is the frontrunner (https://t.co/6yQ…,,149,575
StealthBubba,Ask yourselves this question: Why does the @dcexaminer spend so much time on Twitter promoting lies like this one?,,186,764
Mysterious_Andy, Lindsey Graham calls on Donald Trump to release his tax returns. ⬇️,,227,227
jakkifish," The Democrat Party's Presidential Candidate 

🚨 Biden is currently under investigation for poisoning former Prosecutor General o…",,80,200
val26534947, They would own our Country!,,2731,4467
lermentov,"@brhodes definitely don't vote for this party then. 

https://t.co/M2wSzttiU1",,1357,2064
AryanPaladin," .@nytimes 

Yup. #Biden/Harris, the #Dems, and the liberal establishment (including the lamestream media), threw Hindu-Amer…","['Biden', 'Dems']",2036,1554
frances0707, @ScottAdamsSays I was at a graduation in 2016 in Delaware. Biden happened to be there and walked past me (surrounded b…,,920,1351
KromNine," ""What if the real story about the Trump era is less about Trump and more about the people who surround and protect him,…",,6,116
bevpartain," Wow!! Trump is killin-it in Nevada💪🏼

While Biden went to have his Blue-Bird Special at 4pm today &amp; is now in bed.",,245,152
jingdong_liang," I thought Mini Mike was through with Democrat politics after spending almost 2 Billion Dollars, and then giving the wo…",,0,4
cariaco99," Are you voting for @JoeBiden this Election? 
If Yes , please Retweet because I’d like to follow you.",,211,507
JaniceTubman," Joe Biden cannot LEAD our Country, because he does not BELIEVE in our Country. At Biden’s convention, they decried Ame…",,33,106
Odel_Roo," The silence of the Obamas &amp; Susan Rice &amp; Joe Biden &amp; Kamala Harris about Cuties on Netflix is damning.

Promoting pedo…",,1921,2341
LuisMaga1,"Why the Democrats said, if Biden reach the 50% on the polls that means a landslide is coming ? @CottoGottfried @SHEPMJS",,7,23
oioffe,"RT @karentravers: MORE:

“Most Americans, by a 2-to-1 margin, think Biden has more respect for those who serve in uniform than Trump does.”…",,286,433
DirtDog14," If Joe Biden can’t do an interview with James Corden without a teleprompter how do you think he will handle Mexico, China, Ru…",,4252,4997
MyrticeMathilda," If we all vote, Donald Trump loses in a landslide, an absolute avalanche.",,72,304
BuultjensJerome,"Trump vs. Biden: Whose message resonates with blue-collar workers?

https://t.co/L2Vcsle4S6

I am a concerned Austr… https://t.co/qF4reA6XxS",,0,5
craymer_theresa," If you don't want Donald Trump appointing even more far-right justices to the Supreme Court, then please join me in working…",,289,995
Cheryl_Smith1," The Biden campaign, in a scramble for Latino voters as the Election Day nears, promoted Julie Chávez Rodríguez to be a deput…",,2439,2908
bzaenglein,RT @EdwardTHardy: Donald Trump doesn't know the words to the Pledge of Allegiance https://t.co/RtEMJJyAod,,707,1172
BoehretLeigh,How in the hell can anyone actually believe the actual shit coming out of #Dotard's actual shithole? Smdh,['Dotard'],1089,1942
numb3r5ev3n," Bernie Sanders ""at serious risk"" of helping Trump get reelected. So much for all that so-called remorse about what happ…",,1204,1884
Elizabe38479909,RT @CNN: Joe Biden outraised President Trump's reelection operation by more than $154 million last month https://t.co/gyqSv0eh78,,114,295
waller_yvette, We have to amplify @JoeBiden’s presence on this platform. It’s crazy that @realDonaldTrump has so many more followers - or le…,,11,522
Tanya33626274, We have to amplify @JoeBiden’s presence on this platform. It’s crazy that @realDonaldTrump has so many more followers - or le…,,0,45
dvm_jen," Where are the condemnations of BLM tactics from @JoeBiden and @KamalaHarris?! 

Blocking emergency rooms is barbaric! h…",,213,831
pswright_," @joncoopertweets @MeidasTouch @jeneps @JoeBiden President Trump, you put your supporters, staff, and US Secret Service…",,54,320
RhodesMason,@patriotrevolt17 @TonyPaul45 @POTUS @realDonaldTrump And he has disparaged John McCain. This is why active military are now supporting Biden,,22,59
Blossomtulip1," Joe Biden in office means more cities burned, more cops killed, more mainstream media brainwashing and more normalizati…",,58,202
Jsoflo," Any treatment of the ""Trump era"" that does not include a focus on the darkness in the hearts of his committed followers and…",,138,438
katahdin,RT @missnancypants7: Bill Nemitz: It’s now official – Donald Trump owns Maine Sen. Susan Collins https://t.co/VpY1cMtZJX,,32,338
marylou28307140," Mike Bloomberg to spend at least $100 million in Florida to help elect Biden, “a massive late-stage infusion of cash that…",,125,1205
sfranklin1926," It’s just so damn amazing how the US survived eight years of Biden as vice president, right? It was so damn clever of him…",,1925,4281
aherrer46989305, Biden can’t get tough with China .. he and his family are on their payroll !,,240,545
debra_foxwell,@RichardGrenell @JoeBiden @KamalaHarris Seriously...did anyone remove these BLM agitators from the Emergency Room e… https://t.co/wDVD6rrL3i,,57,180
trocbe," It's September 13th, and @JoeBiden, @KamalaHarris, @SpeakerPelosi, and @SenSchumer have done nothing to benefit America.",,19838,19887
Lonestranger0,Winter is coming https://t.co/bzYTITdB0Z,,13,206
chrismaffia2,RT @realDonaldTrump: I did more in 47 months as President than Sleepy Joe Biden did in 47 years! #MAGA https://t.co/EzcAswmrYE,['MAGA'],336,311
PurposeDfined, ...The far-left maniacs supporting Joe Biden are burning flags and chanting “America was never great.” But we know the…,,124,504
johnnyschwenk7," Where are the condemnations of BLM tactics from @JoeBiden and @KamalaHarris?! 

Blocking emergency rooms is barbaric!",,0,59
MarySmi36126717,"RT @marklevinshow: The shocking Biden corruption that won’t be discussed on the so-called Sunday “news” shows today
https://t.co/6hu2Sst29B",,134,1430
gambped, @ScottAdamsSays I was at a graduation in 2016 in Delaware. Biden happened to be there and walked past me (surrounded b…,,10,49
ButchJocson," 800 million dollars disappears in NY city,,,money was in the custody of deblasio's wife,,,nothing is done

some jerk in na…",,7207,6334
Sassycitygal,"People fied, they need to also be charged with murder",,3628,4262
EliMuso," “You’re probably going to screw me,” the president told the writer. “You know, because that’s the way it goes.”
Even so,…",,909,2265
marykinva,"@ScottAdamsSays This article is astoundingly awful, but a perfect example of untrustworthy media.",,264,473
MyraDSirois1," In a Biden-Harris administration, “Buy American” will be more than a slogan. 

We’re going to invest an additional $400 billi…",,5632,6128
MAGALION9," A SEA OF RED!
This is what you will see Nov 3rd
As Patriots go to Vote for 
@realDonaldTrump 

You’ll Never see this for B…",,210,405
Amydford, What happened in Compton last night will come to the suburbs nightly under a Biden/Harris administration.,,11570,11689
rnaia," I thought Mini Mike was through with Democrat politics after spending almost 2 Billion Dollars, and then giving the wo…",,24868,26882
TammyTAT1," Joe Biden cannot LEAD our Country, because he does not BELIEVE in our Country. At Biden’s convention, they decried Ame…",,408,534
JSeramba," HUGE NEWS - Mike Bloomberg pledges to spend at least $100 million in Florida to help @JoeBiden carry the state. Indeed,…",,164,534
ivehaditalready," Are you voting for @JoeBiden this Election? 
If Yes , please Retweet because I’d like to follow you.",,3627,4952
Dolrbill67,"Don’t worry Trump , I will encourage all to vote twice- For Biden!",,5,8
joycolumbus1071,President Donald Trump States He Doesn’t Believe in White Privilege https://t.co/3PUpJvWNNm,,349,375
D4Dogma,"@AP Joe Biden's campaign isn't going to cost close to that..  They will fund his campaign from ""Petty donations""..… https://t.co/A2ciUhBrDM",,4,43
rhmyers2001," The science is clear, and deadly signs like the fires out West are unmistakable — climate change poses an existential threat…",,715,4806
rjt686,@EdAsante77 A bit skeptical Biden is going to outperform every other democratic presidential candidate with black v… https://t.co/brw3H2osv6,,627,487
MikeReeseM," America is crying out for leadership—while Donald Trump continues to ignore science, fan the flames of racism, and employ tact…",,4457,5005
JTon1k,"RT @ReviewsAudio: Review of, Compromised: Counterintelligence and the Threat of Donald J. Trump

Compromised is a great book if you want an…",,0,47
Shawna_M_P, It's Saturday less than two months before the election--Joe Biden is in his basement with no scheduled appearances tod…,,336,448
MinMtwit," @realDonaldTrump 
Turn it around Mr. President 
Do an add on Benghazi and how Obama, Biden and HRC all went to bed and wouldn'…",,30482,31768
giancola_mari,"RT @Emolclause: #BREAKING:Just when you thought nothing was more alarming than #Trump's #SecretPolice, we now find out that #fusioncenters…","['BREAKING', 'Trump', 'SecretPolice', 'fusioncenters']",2742,2244
SamSmith_PhD,"RT @jemelehill: Trump: I didn’t tell Americans about how bad coronavirus was going to be because I didn’t want to create any panic.

Also T…",,271,753
CT_Crusader,"@abigailmarone @JoeBiden It’s a fact that there’s a teleprompter in #bidensbasement

Even from a picture released u… https://t.co/JtIl3mb7SH",['bidensbasement'],48,617
firebird7523," I thought Mini Mike was through with Democrat politics after spending almost 2 Billion Dollars, and then giving the wo…",,2668,3267
vulcanistan,"RT @NumbersMuncher: Fox News national poll (change from last):

Biden 51 (+2)
Trump 46 (+4)

A slight tightening since the convention.

-Tr…",,70,1603
Dr_YvetteWilson, Our President is a mass murderer.  He should only be spoken about in those terms.  Even today he will allow his crowds to b…,,225,493
SaneMindsNoPC,"RT @bennyjohnson: Biden couldn’t even dream of matching this enthusiasm 

 https://t.co/iwBRV2RpMc",,86,52
baddarze," I am running for re-election to bring prosperity to Nevada, to put violent criminals behind bars, and to ensure the fu…",,5440,2882
NancyGrannym319," A whistleblower with the @DNC has revealed an email saying should @JoeBiden win, he will resign with 60 days of  inaugurat…",,4348,4965
MaryEM106,"@FoxNewsSunday @brithume @JoeBiden @realDonaldTrump @realBobWoodward When you call 911, you relay info calmly so th… https://t.co/YFw3LcZ2h7",,505,595
WillChill9, It’s gonna be fun to vote Trump out.  Let’s make it a landslide party.,,2708,3944
attorneylsg, I’ve been telling you about these women for years. I know it can be painful but we must welcome and even celebrate the con…,,6929,7149
boscolouisa,RT @candleflyonline: .@JoeBiden’s dog. https://t.co/R9zL5B8JFa,,2638,179
KINGTAX1,@MeetThePress @kasie So basically they want Joe Biden to say Sanders stump speech?,,165,411
bigpedro711, Will Biden get a telepromptor at the debates too? 🤣,,532,4557
BurrrBoo," @ndnfacedoc @Comrade_Waluigi @AmandiOnAir Not true. Biden just pushes the Overton window further right, as has been done o…",,1331,1452
Lindalewis2022," Remember even CDC says over 60 million Americans got infected with H1N1 in 2009/10. Even Bidens own Chief Of Staff, Ron…",,29858,30037
CindyLewis_7,"BCP!
VIDEO PROOF BIDEN’S “INTERVIEWS” ARE SCRIPTED! THE LATEST TORTURING OF G... https://t.co/T5Wh9iuC1q via @YouTube",,3150,3396
betterltthannvr," For $100 million, all of of my followers could get another stimulus check",,50,745
Escanor31754146," I am running for re-election to bring prosperity to Nevada, to put violent criminals behind bars, and to ensure the fu…",,4405,4876
MirandaSalcido1," Biden had to bow out of the presidential race in 1987. 

33 years later Hidin Biden is STILL lyin!",,27795,30471
BourneLaraine," It doesn’t take an MD, PhD to know that @realDonaldTrump has been LYING about #coronavirus all along.

Nearly 200,000 Am…",['coronavirus'],242,571
DianneInIndiana, @ScottAdamsSays I was at a graduation in 2016 in Delaware. Biden happened to be there and walked past me (surrounded b…,,13860,14101
hosey_mihosey, I’ve yet to meet anyone who worked alongside Donald Trump who doesn’t believe he is a rapist. @realDonaldTrump,,61,662
PatriotBlood724," @markpmeredith @realDonaldTrump .@mattgaetz, Biden and his caregivers fail to see the deliberate steps that the Trump a…",,38,190
VeronTurner," I blame the media for inciting this horrific violence on the police.
I blame the silence from @JoeBiden and @KamalaHarr…",,81,248
